trend_fact_key,video_id,date_key,geography_key,channel_key,subcategory_key,views,likes,comments,shares,watch_time_minutes,subscriber_count,days_since_published,tag_count,ad_spend,title_length,popularity_score
813,YT00812,11,5,1,1,433891,40836,2612,2785,102644.52,2387648,8,2,9265.0,40,35.0912
814,YT00813,85,2,2,4,1266729,67697,11459,1364,337055.45,2172441,3,11,17905.0,41,57.9574
815,YT00814,274,2,4,4,677117,78153,10432,2867,96336.58,1285951,13,8,13942.0,41,45.1656
816,YT00815,210,1,4,1,502406,37640,2029,2642,111332.14,1862459,13,11,15434.0,40,33.6222
817,YT00816,195,5,2,3,516515,43445,5430,1999,112419.84,3702373,1,8,3392.0,50,35.6613
818,YT00817,24,2,3,6,356711,34400,2114,3085,16565.04,2532686,8,9,7343.0,41,33.1162
819,YT00818,159,2,1,2,534252,30067,1769,1387,128709.99,552589,4,17,6927.0,41,30.4649
820,YT00819,122,5,1,6,327732,23576,2178,1468,86264.01,1733976,6,6,8218.0,41,26.0488
821,YT00820,50,1,2,8,724875,72839,8306,2929,73967.01,3880094,3,6,698.0,45,46.9715
822,YT00821,106,3,1,1,758207,63331,3915,3009,116810.23,1095262,8,10,15007.0,40,44.9531
823,YT00822,292,4,2,1,733188,55116,2410,3433,147528.21,3369824,4,4,10459.0,40,42.4893
824,YT00823,144,5,3,2,300652,19707,3197,1511,51611.58,754771,2,16,6549.0,41,23.8561
825,YT00824,227,2,4,5,782360,44494,1800,1898,117349.73,27102,3,18,17838.0,37,40.1741
826,YT00825,234,4,2,2,356667,42200,2277,1122,72415.75,1098206,14,18,684.0,41,32.4515
827,YT00826,191,1,4,3,456306,41349,2772,1072,84120.86,274287,14,7,16810.0,50,34.2444
828,YT00827,115,3,4,4,615177,40992,5280,3595,153204.53,3513385,6,10,11816.0,41,36.49
829,YT00828,71,3,2,6,294272,19893,3350,834,37967.12,813780,13,3,17561.0,41,23.4712
830,YT00829,122,5,2,3,264432,28153,4605,957,70746.59,153168,3,18,392.0,50,28.9887
831,YT00830,19,5,4,6,85756,6579,734,182,11223.4,207340,13,7,2129.0,41,17.0206
832,YT00831,79,1,2,3,531159,27985,4142,1401,21683.02,3064897,6,11,1837.0,50,29.6367
833,YT00832,232,2,3,1,1164672,110812,18332,7164,222115.53,2692019,3,15,17891.0,40,63.6038
834,YT00833,81,4,3,3,546752,51719,6410,3555,127724.65,1465802,7,14,9216.0,50,39.5896
835,YT00834,69,4,2,7,437817,32591,1300,2930,103600.59,1584761,5,11,15032.0,44,31.3769
836,YT00835,55,4,1,4,525810,40415,6345,2173,48280.0,741133,9,13,14872.0,41,34.638
837,YT00836,126,1,4,7,580158,67814,9084,5256,94199.2,3694259,4,16,12830.0,44,42.6074
838,YT00837,125,1,2,3,585966,33080,2349,1596,76194.83,1452579,10,16,9311.0,50,32.5397
839,YT00838,174,5,4,2,583977,55061,7958,4149,99667.85,2774063,11,8,14543.0,41,41.1242
840,YT00839,186,1,1,8,738279,67039,8454,4751,194080.03,1034287,2,6,11669.0,45,46.2515
841,YT00840,252,3,1,1,796851,68644,5628,5584,58433.0,3544742,7,14,1396.0,40,47.7366
842,YT00841,212,5,4,4,908519,69386,5243,1119,58804.11,3900960,5,18,12972.0,41,48.6741
843,YT00842,36,2,1,7,269676,12106,1198,327,59519.54,1636476,11,5,10078.0,44,17.5688
844,YT00843,123,2,2,2,357418,20776,2763,936,33870.16,2801239,4,10,3922.0,41,23.9745
845,YT00844,144,1,4,6,151721,6590,621,160,7744.39,2434977,2,12,1855.0,41,12.6583
846,YT00845,101,3,1,1,719939,30429,1960,1406,172175.57,2699249,13,7,10445.0,40,34.7111
847,YT00846,102,1,3,7,574694,15538,734,1198,96641.47,2378082,9,17,16953.0,44,26.0589
848,YT00847,96,3,1,5,903343,29141,5022,2043,183745.31,1159140,7,17,17209.0,37,39.9079
849,YT00848,289,4,3,8,591133,40803,2031,2175,160402.21,1621680,6,11,6763.0,45,35.4934
850,YT00849,38,4,3,4,463772,13568,1811,1150,115881.56,3655307,14,3,3604.0,41,22.2947
851,YT00850,55,4,4,2,166345,16850,1679,1406,10560.91,46114,14,9,4169.0,41,26.3886
852,YT00851,136,2,2,6,292811,12182,2161,810,33040.96,987066,13,15,13714.0,41,18.1981
853,YT00852,286,5,3,6,489154,44122,6547,2793,34663.6,3481196,7,9,9271.0,41,36.2767
854,YT00853,19,4,3,1,371884,19491,724,406,40753.04,3778175,9,5,2954.0,40,23.0111
855,YT00854,27,5,1,2,1167120,128297,10379,3847,168357.24,3397990,2,15,12269.0,41,63.9563
856,YT00855,180,4,4,6,483160,52633,3242,3567,19354.28,49929,3,10,17251.0,41,38.422
857,YT00856,108,1,4,4,490565,46930,3319,1579,78598.77,3179520,12,17,14372.0,41,36.8016
858,YT00857,63,5,3,2,271762,9966,467,409,48606.12,2770985,5,5,6240.0,41,16.0791
859,YT00858,178,4,4,7,399900,25324,2158,1146,52168.37,1949468,2,13,5800.0,44,26.7253
860,YT00859,99,4,4,3,352940,18137,2303,1233,22887.57,890002,13,8,8551.0,50,22.6714
861,YT00860,296,3,4,4,382265,18094,1439,319,62011.61,721008,7,14,6434.0,41,22.3343
862,YT00861,208,4,4,7,328713,34591,1941,2067,24381.26,1602625,14,5,8563.0,44,32.1517
863,YT00862,296,4,3,3,1202855,94966,4659,7060,169053.13,3079187,10,7,16795.0,50,61.7771
864,YT00863,302,1,1,2,222372,18792,2718,1105,31597.51,43567,11,9,4963.0,41,24.5945
865,YT00864,215,5,2,7,428718,13227,1103,601,49087.04,1517844,8,10,14413.0,44,20.9835
866,YT00865,227,2,4,5,556806,29258,2976,1039,121643.8,1612101,2,15,2245.0,37,30.4115
867,YT00866,112,5,3,7,387419,10697,1267,294,73883.2,1752919,1,5,14977.0,44,18.571
868,YT00867,105,4,4,1,303246,25124,3502,1138,58230.48,17396,10,17,1132.0,40,27.0991
869,YT00868,262,3,2,2,691991,51776,4456,3268,192076.15,1303675,10,13,12642.0,41,40.8296
870,YT00869,176,2,1,5,427240,46095,7453,3008,41973.42,3269207,6,13,5359.0,37,36.1653
871,YT00870,179,3,2,5,861767,28387,1427,1705,59072.68,2653773,7,3,10300.0,37,38.3591
872,YT00871,245,4,3,7,321537,29727,2471,2099,49959.65,186348,5,8,15538.0,44,30.4237
873,YT00872,238,4,1,2,431023,16214,2095,641,17979.14,2054353,9,12,4861.0,41,22.4473
874,YT00873,100,3,4,2,630436,47085,8079,3115,100160.89,2098240,1,14,14387.0,41,38.4671
875,YT00874,177,1,1,6,230330,13978,1638,1176,30938.05,977199,2,15,2123.0,41,20.1736
876,YT00875,51,3,4,2,484920,38559,1340,843,71553.18,1871241,9,12,2956.0,41,32.9825
877,YT00876,279,3,1,8,411802,19593,1548,616,40400.7,2124470,10,13,16666.0,45,23.6955
878,YT00877,51,2,4,5,841755,91233,16170,4879,205908.02,3165854,5,14,5321.0,37,51.9484
879,YT00878,68,4,2,7,331306,31781,4969,503,58001.12,2380855,5,5,8846.0,44,30.2452
880,YT00879,217,4,4,1,335271,10140,1349,830,88941.54,276537,13,12,10759.0,40,17.5021
881,YT00880,191,3,3,7,407696,23920,2473,800,78992.87,3938827,5,10,2354.0,44,25.8711
882,YT00881,305,4,4,6,237463,19869,3427,1111,38848.76,643548,11,8,7336.0,41,24.9408
883,YT00882,171,4,3,2,661430,68258,12242,1052,162973.6,1517448,4,9,10973.0,41,43.8956
884,YT00883,212,5,3,3,401814,16417,2677,992,96867.41,736721,7,5,12726.0,50,22.2066
885,YT00884,8,3,1,7,324181,11704,510,675,53019.76,2181822,6,2,17554.0,44,18.1449
886,YT00885,17,1,2,8,338583,34108,5991,567,65723.3,1321520,9,17,3697.0,45,31.3816
887,YT00886,107,3,2,2,807461,68934,9782,5508,187443.4,3557938,5,7,4708.0,41,47.9475
888,YT00887,177,4,2,8,302843,19632,2484,344,80175.61,84180,13,13,8658.0,45,22.8244
889,YT00888,225,1,4,4,527903,53031,9230,1722,111976.7,2138743,2,13,1439.0,41,39.1291
890,YT00889,161,3,3,5,328336,17757,2951,471,90286.37,124059,1,7,4306.0,37,21.7401
891,YT00890,240,2,1,6,613475,30109,1269,2302,77660.9,241256,1,10,16448.0,41,32.39
892,YT00891,241,2,1,1,346876,9651,1516,849,76491.79,718334,7,2,14169.0,40,17.4613
893,YT00892,275,1,3,1,483117,42928,1442,3094,30222.1,1498439,9,7,10563.0,40,35.947
894,YT00893,67,3,3,7,407624,15773,2339,550,110705.71,2983851,10,15,9567.0,44,21.7199
895,YT00894,220,4,2,4,229843,22463,3062,1092,16399.66,2022446,12,5,3359.0,41,27.4751
896,YT00895,165,1,1,5,690360,25895,1150,526,150867.23,2837080,4,15,1403.0,37,32.3136
897,YT00896,82,2,1,2,286912,33199,2302,701,29020.75,1519609,11,12,7613.0,41,29.5675
898,YT00897,36,2,2,4,550522,32269,4060,1650,82077.73,3875818,7,14,3092.0,41,31.6641
899,YT00898,222,4,2,1,346066,10152,1775,803,31110.02,3772782,12,9,655.0,40,17.7006
900,YT00899,235,4,3,3,828972,56248,1850,1934,83076.2,3011816,1,11,5219.0,50,44.1569
901,YT00900,80,3,3,5,595649,30164,5213,1000,64266.79,1203218,8,16,12986.0,37,31.4918
902,YT00901,46,1,4,2,1047803,45814,4148,1570,225942.23,2428518,2,11,16943.0,41,47.6189
903,YT00902,99,3,1,6,294981,12835,637,1081,79808.0,558545,14,13,16412.0,41,18.8884
904,YT00903,141,2,4,6,313651,18810,2947,671,38709.55,2194825,8,11,3704.0,41,22.524
905,YT00904,233,2,2,1,468614,30790,4308,717,24078.75,3992801,9,11,11236.0,40,29.535
906,YT00905,262,2,4,3,232047,9520,1245,626,45212.02,2668942,12,8,840.0,50,15.7062
907,YT00906,237,5,4,5,804244,49275,7916,1068,153755.49,1959888,11,16,10895.0,37,41.6287
908,YT00907,257,5,2,8,585912,67046,6768,5361,72459.53,1360329,3,18,6053.0,45,42.8533
909,YT00908,17,5,3,6,386662,44425,5798,1791,80091.67,2556178,11,14,9577.0,41,33.9877
910,YT00909,40,2,1,6,122243,5596,541,123,5008.12,3249333,11,2,3203.0,41,11.9703
911,YT00910,36,3,3,2,405782,44465,7964,2512,20185.55,2429080,2,7,6626.0,41,35.1197
912,YT00911,96,1,1,8,577902,17541,1173,1244,136548.55,969609,7,7,13866.0,45,26.8636
913,YT00912,266,3,2,8,671787,33245,5143,2114,140561.2,1089230,8,14,14274.0,45,34.5843
914,YT00913,90,1,2,4,1425184,36721,2633,2222,129498.45,2893274,8,4,17254.0,41,58.6949
915,YT00914,149,4,2,5,1367628,161030,6105,10922,71081.77,2672122,2,18,12250.0,37,72.9138
916,YT00915,245,2,4,3,214937,21240,3132,773,10204.57,894888,14,3,3710.0,50,26.8252
917,YT00916,221,5,1,8,542246,23066,3167,1845,127800.65,905403,1,12,9170.0,45,28.2287
918,YT00917,163,3,1,2,244388,17770,2068,504,16038.59,2360230,6,5,1329.0,41,22.3637
919,YT00918,257,1,4,1,448845,11849,1044,452,97745.08,2811211,11,10,5056.0,40,20.7756
920,YT00919,37,3,3,8,857146,97518,11086,6760,99976.88,2239684,7,10,15896.0,45,53.0686
921,YT00920,41,4,3,1,833885,52291,5008,4068,55804.99,3673351,13,7,16698.0,40,43.955
922,YT00921,254,4,4,4,166773,18466,1190,806,11692.11,1423206,12,10,48.0,41,25.5004
923,YT00922,250,3,4,7,406970,15124,730,810,105571.09,3674674,7,2,4910.0,44,21.5482
924,YT00923,258,2,3,1,549341,59156,5324,4425,126421.85,377023,2,14,8710.0,40,41.1597
925,YT00924,26,4,4,4,412504,13152,2029,655,112081.92,1320747,11,6,5429.0,41,20.6067
926,YT00925,186,5,3,5,451169,41294,2995,3412,32761.04,1682076,7,17,9362.0,37,35.5302
927,YT00926,143,1,1,2,246349,9823,703,226,28390.45,810186,11,8,6980.0,41,15.586
928,YT00927,150,5,3,3,1044210,65709,6526,2924,133207.61,2309326,2,10,17150.0,50,51.6455
929,YT00928,213,5,2,7,543306,49516,2020,1972,139711.83,2998787,14,7,17556.0,44,38.0467
930,YT00929,171,3,3,2,503937,34175,3475,1282,70814.23,2834313,6,16,14373.0,41,31.5823
931,YT00930,289,3,3,4,1044108,47543,7128,2764,63740.99,3592792,10,13,12560.0,41,48.1248
932,YT00931,255,5,3,3,419959,36260,2196,558,79515.88,2824538,5,17,6233.0,50,31.723
933,YT00932,232,5,4,3,533520,18371,1397,863,136278.32,1010243,1,12,2309.0,50,25.8228
934,YT00933,126,3,2,6,139720,13108,1552,462,38939.15,1975461,7,2,2034.0,41,22.8316
935,YT00934,131,5,2,6,278930,23485,1427,1348,71131.22,308937,11,10,10750.0,41,26.6943
936,YT00935,142,3,4,8,765851,20593,2772,925,127227.88,2854555,12,17,3264.0,45,33.2321
937,YT00936,267,1,3,7,134445,8434,887,663,32828.16,641557,8,12,1672.0,44,16.8162
938,YT00937,145,3,1,3,985944,108138,4073,3500,89899.09,3651400,12,13,4434.0,50,56.9852
939,YT00938,24,5,4,1,607638,20276,977,457,149776.14,3072198,12,7,7865.0,40,28.2712
940,YT00939,48,3,4,6,167652,9961,1727,241,16549.74,24352,10,2,10976.0,41,16.5686
941,YT00940,3,2,3,4,1859114,90425,13506,3143,469544.7,3538483,2,11,13449.0,41,80.1504
942,YT00941,103,1,1,1,402630,26013,3710,715,40847.46,3676102,6,3,14062.0,40,26.8152
943,YT00942,177,4,2,1,406511,39031,4413,1643,69161.73,537696,8,16,8089.0,40,33.8137
944,YT00943,71,2,3,4,1184098,30801,1659,2045,268739.89,1547131,2,18,15363.0,41,49.4256
945,YT00944,123,4,4,5,521714,51396,8087,1243,96335.08,1191222,13,12,12070.0,37,38.3717
946,YT00945,119,2,2,3,723715,83522,11050,5390,170291.07,1527502,8,15,15221.0,50,47.7782
947,YT00946,192,1,2,8,356667,28486,3394,1076,85675.91,612011,3,4,9614.0,45,28.3927
948,YT00947,98,5,3,3,829013,46476,4724,777,65463.62,2659101,14,12,14827.0,50,41.4513
949,YT00948,48,2,1,3,872556,51486,5794,1139,160219.03,1112138,2,7,14362.0,50,43.8228
950,YT00949,96,1,2,5,759412,73949,12038,6586,44933.71,720175,2,18,6273.0,37,48.9457
951,YT00950,116,1,4,2,880333,41904,1402,3468,112277.25,3487620,10,7,14037.0,41,42.5021
952,YT00951,219,4,2,1,487212,47542,2913,3832,24940.44,300801,13,9,17494.0,40,38.2159
953,YT00952,74,3,2,2,512765,38400,3399,2912,135797.4,1892951,5,12,7881.0,41,34.1232
954,YT00953,220,1,1,4,189688,21881,1943,594,44433.61,126412,7,9,1201.0,41,25.9647
955,YT00954,110,3,2,6,529906,49725,6519,2328,119314.94,1976783,1,13,5546.0,41,38.2571
956,YT00955,3,2,2,8,497295,30619,4243,1852,24490.38,1798513,4,16,8168.0,45,30.3704
957,YT00956,264,3,4,5,273725,29381,3596,972,28075.27,3866171,13,5,2532.0,37,29.3325
958,YT00957,141,1,2,6,290449,7878,1331,465,47984.49,968452,5,9,10350.0,41,14.919
959,YT00958,89,1,2,3,627508,57617,2708,2587,170922.03,3334889,11,10,3895.0,50,41.5753
960,YT00959,8,5,1,7,498437,15669,2797,527,26873.25,2553500,4,10,13978.0,44,23.7211
961,YT00960,108,4,3,2,352544,23555,3281,1270,28534.21,3195517,3,3,7896.0,41,25.7685
962,YT00961,14,2,1,7,470138,18192,2405,790,36189.85,2752929,4,6,9208.0,44,24.2299
963,YT00962,111,3,1,6,458485,27376,1139,2449,58661.51,1701495,11,13,17025.0,41,28.8956
964,YT00963,201,1,3,3,744705,45180,2916,703,85781.32,1601728,9,13,17371.0,50,39.1009
965,YT00964,294,5,4,8,252629,28150,3841,1539,22421.17,2974294,3,3,594.0,45,29.1486
966,YT00965,50,3,1,6,365429,15010,1595,1103,23014.12,34291,4,18,17582.0,41,20.9749
967,YT00966,266,1,4,3,427677,24356,3356,555,93959.52,730519,4,15,5272.0,50,26.1365
968,YT00967,116,3,3,4,753564,75893,7594,1676,148891.15,2417968,6,2,17261.0,41,47.6313
969,YT00968,12,5,2,5,845803,27608,2544,607,49831.52,577778,1,4,16986.0,37,37.3642
970,YT00969,230,2,3,8,632167,19227,2545,1344,91393.57,2650144,5,18,2064.0,45,28.9762
971,YT00970,145,3,4,4,792536,41801,2614,2412,54057.73,796137,3,7,12857.0,41,39.8979
972,YT00971,298,5,2,5,122836,10167,976,436,20641.79,363494,6,4,107.0,37,20.0273
973,YT00972,245,4,4,4,486570,14530,1759,986,94883.96,3662885,10,8,17205.0,41,23.1878
974,YT00973,16,5,2,1,366038,21023,1377,869,94915.06,913618,9,10,13377.0,40,24.1092
975,YT00974,24,1,3,5,852734,26683,4168,1633,36628.69,2205006,9,15,12101.0,37,37.6626
976,YT00975,174,1,1,3,401414,22753,1032,1528,102053.9,1246589,7,6,14395.0,50,25.6905
977,YT00976,35,3,2,3,488496,36149,4632,1538,135394.09,3769974,1,4,2544.0,50,32.3708
978,YT00977,262,1,4,1,118440,9085,943,555,25220.13,236975,8,5,1779.0,40,18.9281
979,YT00978,285,3,3,7,520359,52759,8674,1391,63933.81,2452680,9,17,17855.0,44,38.689
980,YT00979,141,1,1,6,221702,10600,691,578,58300.08,318741,10,12,6911.0,41,16.639
981,YT00980,74,1,1,8,544324,53703,4208,4248,25618.82,3349811,4,5,7944.0,45,40.6342
982,YT00981,130,2,2,8,577753,29762,4709,1034,99556.26,1924432,3,8,165.0,45,30.9992
983,YT00982,27,1,1,1,1101354,43770,2089,1229,261009.81,3795722,1,13,17060.0,40,48.8061
984,YT00983,174,3,1,4,931216,35983,6415,2359,178200.82,2110823,10,17,17075.0,41,42.3343
985,YT00984,270,3,4,6,335631,16625,2005,1421,14247.98,3402824,11,6,6480.0,41,21.8135
986,YT00985,76,4,2,3,187256,9958,671,517,45378.21,353508,6,5,4132.0,50,16.4134
987,YT00986,298,5,1,1,432771,25617,3558,1908,65837.61,776422,6,6,9713.0,40,27.5607
988,YT00987,30,2,1,4,621927,43181,2111,1796,110945.29,2425343,5,10,2156.0,41,36.5724
989,YT00988,289,3,1,6,158866,4264,739,197,40799.37,2844341,13,2,5621.0,41,9.6632
990,YT00989,158,1,1,8,457481,52085,7927,1921,35549.36,1380257,7,14,4255.0,45,36.6291
991,YT00990,22,5,3,1,348506,14209,2491,372,27046.48,1541779,2,9,279.0,40,19.7693
992,YT00991,72,2,2,8,845745,60063,6844,4543,165711.74,3800323,9,15,13340.0,45,46.2008
993,YT00992,162,3,1,2,230716,7505,657,318,22480.22,1072172,13,8,4.0,41,13.6252
994,YT00993,184,2,2,5,659666,65623,11214,5205,49063.38,3741660,4,16,2552.0,37,45.2979
995,YT00994,159,3,2,3,309039,19792,2778,506,46949.92,1586230,14,2,2550.0,50,23.0339
996,YT00995,48,3,4,4,797218,68802,8951,4441,171101.39,3135909,5,17,2281.0,41,47.4234
997,YT00996,130,4,1,2,806069,91803,3221,3777,66710.24,1525837,10,15,12390.0,41,50.2853
998,YT00997,181,5,2,5,463336,12335,1536,664,69859.21,3704750,14,3,4296.0,37,21.4894
999,YT00998,60,3,4,7,308915,20241,3418,425,68990.42,3012900,13,6,9780.0,44,23.2595
1000,YT00999,202,3,1,6,447347,45634,6218,2783,44873.09,784388,5,13,15175.0,41,36.7411
1001,YT01000,117,2,1,7,222585,19819,954,1526,50444.23,1080462,4,11,4528.0,45,25.9811
1002,YT01001,258,3,2,3,427771,39949,5545,3517,26530.39,424431,10,16,16941.0,51,35.159
1003,YT01002,264,5,3,2,513750,22035,887,519,60733.03,1335948,7,10,9741.0,42,26.5947
1004,YT01003,204,3,2,8,335181,37376,5194,1905,39016.19,630204,2,12,6503.0,46,32.2517
1005,YT01004,204,3,4,4,396353,44549,5705,1096,45490.79,1048484,14,12,2001.0,42,33.8972
1006,YT01005,79,2,3,4,890400,29381,4922,776,52509.46,3433726,8,6,12600.0,42,39.2055
1007,YT01006,303,5,4,3,578306,58521,2024,898,122388.97,3850374,12,17,9328.0,51,40.6588
1008,YT01007,242,3,2,2,681117,67444,5253,3086,135121.83,2768850,2,9,3654.0,42,45.199
1009,YT01008,109,1,4,6,624318,52907,9496,989,55336.33,3347366,8,17,17431.0,42,39.4018
1010,YT01009,112,2,3,8,894287,65247,10139,4472,182223.08,949347,1,15,15925.0,46,48.3812
1011,YT01010,146,3,4,5,715476,83819,10310,5681,73734.08,2524524,4,8,9223.0,38,47.5814
1012,YT01011,156,3,2,4,1247985,115990,5672,8979,273749.86,2443681,4,11,17821.0,42,66.659
1013,YT01012,256,5,2,7,74046,6448,876,137,8934.85,1219306,10,3,715.0,45,18.5706
1014,YT01013,25,4,2,3,394426,32672,5076,2658,64568.22,2945103,7,3,3422.0,51,31.3827
1015,YT01014,140,4,4,8,714674,71028,9957,5164,122843.53,324365,14,18,16616.0,46,47.2487
1016,YT01015,151,4,3,6,818026,55272,1735,3897,149081.98,3992446,6,18,11387.0,42,44.2826
1017,YT01016,280,2,1,4,684362,57535,7098,4420,83036.01,3150549,8,6,9299.0,42,42.8172
1018,YT01017,23,3,3,7,283789,16779,1342,1379,36803.35,401416,1,4,8466.0,45,21.8753
1019,YT01018,273,4,1,5,496970,23315,881,433,51474.3,2809549,11,4,1352.0,38,26.7132
1020,YT01019,260,4,2,4,267038,20220,1907,659,29535.09,419075,5,7,2341.0,42,23.9459
1021,YT01020,258,2,2,2,849985,80680,4004,6827,160968.12,3692068,5,18,1482.0,42,51.8108
1022,YT01021,99,2,1,5,555280,48916,8387,1182,126578.59,370285,13,11,16951.0,38,37.5272
1023,YT01022,199,2,1,2,227037,5938,433,150,43126.04,754310,1,7,1269.0,42,12.028
1024,YT01023,163,3,2,5,808799,43917,5023,2756,176305.15,2823459,8,15,2737.0,38,40.9315
1025,YT01024,37,5,2,5,1009202,96987,12081,2662,273222.39,3042589,5,7,12983.0,38,56.8808
1026,YT01025,58,1,4,3,445191,50668,8491,2982,57378.84,2259243,13,8,1639.0,51,36.7767
1027,YT01026,188,4,2,1,693674,35817,3632,796,43067.7,2653833,13,6,9028.0,41,35.3635
1028,YT01027,9,3,3,7,443939,37090,5774,2648,45064.74,2274220,8,8,15176.0,45,33.2542
1029,YT01028,215,4,2,8,135191,4046,563,171,28710.69,786334,12,6,155.0,46,9.3677
1030,YT01029,178,5,4,6,325188,32371,2077,989,42318.36,273502,7,15,8741.0,42,31.1123
1031,YT01030,108,3,1,5,407506,33844,1114,1001,70659.05,3194914,13,7,3026.0,38,30.8634
1032,YT01031,74,4,2,8,264959,21485,1976,1707,60306.24,3642792,14,10,6437.0,46,25.9326
1033,YT01032,42,3,3,5,900787,49973,6611,2258,242476.78,2547876,1,3,15609.0,38,44.5135
1034,YT01033,195,2,1,8,340338,36037,3974,2491,49842.2,1250568,8,16,9351.0,46,32.8609
1035,YT01034,172,5,4,7,566589,45777,5739,1633,131995.41,2767545,14,18,6251.0,45,36.695
1036,YT01035,161,5,4,5,694950,46244,5239,1580,78207.57,2438827,10,7,11571.0,38,38.6764
1037,YT01036,261,4,3,6,277519,10251,1749,254,23725.87,2504895,7,11,3427.0,42,16.2084
1038,YT01037,126,4,2,5,477232,37362,1268,1686,53993.55,1577317,3,18,923.0,38,32.8872
1039,YT01038,82,2,2,4,727458,65534,4487,1443,146981.15,2288391,12,18,1026.0,42,44.5748
1040,YT01039,21,1,3,5,527931,61803,6627,2464,95844.16,1391939,11,16,14568.0,38,39.4815
1041,YT01040,49,4,2,3,552505,50093,7248,2111,123571.9,2829933,7,8,7705.0,51,38.357
1042,YT01041,110,5,1,6,134658,9801,1635,584,17261.16,1517951,10,15,5902.0,42,18.6863
1043,YT01042,227,1,4,8,402228,37382,5519,1232,52656.8,8859,10,7,14462.0,46,32.7873
1044,YT01043,67,5,4,7,505002,35757,1179,2394,41855.5,1169312,13,17,9718.0,45,32.7707
1045,YT01044,162,5,2,5,617031,63532,8095,3851,152313.9,673965,6,10,10550.0,38,43.3344
1046,YT01045,69,5,1,8,370407,43128,2618,1836,49348.32,1253988,7,13,8867.0,46,33.4377
1047,YT01046,181,2,1,8,718411,81360,4836,3313,97165.81,624408,5,13,17074.0,46,46.8633
1048,YT01047,206,2,1,1,974667,50930,4946,2583,139738.64,3252351,1,8,5384.0,41,46.7732
1049,YT01048,92,3,2,4,385631,40767,5656,3097,83206.48,709767,5,12,5924.0,42,34.7974
1050,YT01049,280,2,4,7,223925,7375,496,496,16705.93,677669,9,8,7459.0,45,13.6519
1051,YT01050,269,2,4,7,621880,59483,5619,4933,93573.56,3860142,6,8,17642.0,45,43.0755
1052,YT01051,209,2,4,8,603981,34847,2418,1430,155941.46,3283546,10,4,156.0,46,33.3984
1053,YT01052,244,1,2,7,321796,33341,5047,2115,59956.48,3661404,3,14,436.0,45,31.9543
1054,YT01053,51,3,2,2,460521,32605,5294,1041,31914.8,1902440,11,3,9122.0,42,30.4225
1055,YT01054,238,5,1,3,308303,34969,4818,2463,37608.99,149299,12,8,10704.0,51,31.7845
1056,YT01055,140,3,4,5,1133657,40597,3988,2781,99654.0,1261802,1,16,13764.0,38,49.6084
1057,YT01056,5,3,1,2,592908,58937,4001,3920,37597.59,3833957,7,8,5741.0,42,42.371
1058,YT01057,112,2,1,6,193359,16900,2903,904,35398.45,331709,12,6,5613.0,42,23.9736
1059,YT01058,86,1,4,4,494233,48989,2210,1938,48827.22,344120,8,6,13925.0,42,37.8109
1060,YT01059,134,5,3,6,215651,7665,1104,300,47162.6,793183,7,9,14425.0,42,13.6464
1061,YT01060,76,3,4,7,682477,29863,2634,1495,183846.14,2801444,13,10,17469.0,45,33.6142
1062,YT01061,118,2,1,6,187017,8537,1066,696,14767.63,1699125,14,9,2835.0,42,15.1382
1063,YT01062,20,5,1,3,533233,25371,4299,960,130417.37,3188237,11,4,926.0,51,28.4865
1064,YT01063,298,1,2,3,1072927,80548,13085,4330,289632.98,3071364,9,5,15418.0,51,55.4986
1065,YT01064,267,4,1,3,700101,45227,7009,3718,134845.75,1395011,5,4,14331.0,51,39.2472
1066,YT01065,293,3,2,7,756184,70292,5788,1274,80401.45,2220916,3,14,17065.0,45,46.1894
1067,YT01066,45,3,1,6,389045,23100,3819,1436,90680.59,3711978,1,2,13331.0,42,25.7202
1068,YT01067,300,5,1,2,123171,10084,606,696,9064.39,493871,8,7,658.0,42,20.3859
1069,YT01068,70,4,3,4,504566,60049,4325,3212,55324.52,3710939,2,5,10311.0,42,38.999
1070,YT01069,196,2,1,8,623693,41684,3714,2659,114843.84,319399,3,6,14220.0,46,36.4654
1071,YT01070,189,1,1,1,391653,15696,1774,299,72271.92,2398582,8,7,0.0,41,21.2296
1072,YT01071,130,5,1,2,660123,63434,7019,3378,69849.85,3443138,5,16,8024.0,42,43.9454
1073,YT01072,111,1,4,7,430223,30053,5298,2108,88146.94,3708073,5,11,4391.0,45,29.7168
1074,YT01073,67,3,1,2,933548,81888,5341,2411,154414.74,3216812,6,2,11495.0,42,52.2525
1075,YT01074,182,1,4,6,247222,10306,1578,364,64227.99,1848447,13,9,6409.0,42,16.1212
1076,YT01075,169,2,3,2,551903,31801,2038,841,98164.84,3653702,12,12,17497.0,42,31.1505
1077,YT01076,2,5,3,7,603937,52110,5870,4578,131251.5,2532553,3,9,7560.0,45,40.4176
1078,YT01077,290,5,3,4,414997,12426,550,707,35567.67,53124,3,5,11341.0,42,20.3442
1079,YT01078,213,4,1,1,255129,13435,1345,1149,55013.47,2887966,5,12,241.0,41,19.3805
1080,YT01079,188,1,2,4,1248246,61168,2904,3420,328367.22,3204220,1,7,12379.0,42,56.7677
1081,YT01080,231,3,1,7,934079,80982,7624,3670,111108.24,3299584,8,14,17706.0,45,52.4057
1082,YT01081,100,1,3,8,464811,41485,6306,1242,127695.84,1762274,5,9,9859.0,46,34.3822
