video_id,title,category,subcategory,region,channel_type,published_at,trending_date,views,likes,comments,shares,watch_time_minutes,subscriber_count,days_since_published,tag_count,ad_spend
YT01216,Pop creator video 1216: trending ideas,Music,Pop,United Kingdom,Educational,2025-07-22,2025-07-23,1400126,133329,12723,11916,207301.45,1451079,1,14,17478
YT01217,Walkthrough creator video 1217: trending ideas,Gaming,Walkthrough,United Kingdom,Brand,2025-02-26,2025-03-10,625858,67727,9085,3371,89961.07,3713095,12,7,9828
YT01218,Walkthrough creator video 1218: trending ideas,Gaming,Walkthrough,India,Brand,2025-02-08,2025-02-21,569319,17677,2626,1457,58582.83,2487098,13,4,6052
YT01219,Walkthrough creator video 1219: trending ideas,Gaming,Walkthrough,India,Media Company,2025-09-23,2025-10-07,290062,14635,541,763,70176.59,630234,14,12,9414
YT01220,Comedy creator video 1220: trending ideas,Entertainment,Comedy,India,Educational,2025-05-31,2025-06-05,526950,34966,5311,668,22641.88,1239520,5,13,16437
YT01221,Hip Hop creator video 1221: trending ideas,Music,Hip Hop,United States,Brand,2025-07-29,2025-08-02,996879,73722,12091,1777,82179.47,2755333,4,15,15102
YT01222,Film & Animation creator video 1222: trending ideas,Entertainment,Film & Animation,Canada,Media Company,2025-06-06,2025-06-11,724542,84423,10679,3225,82070.1,2534595,5,4,17122
YT01223,Walkthrough creator video 1223: trending ideas,Gaming,Walkthrough,India,Individual,2025-05-15,2025-05-28,288935,31494,4103,2790,73808.12,71712,13,3,10118
YT01224,Walkthrough creator video 1224: trending ideas,Gaming,Walkthrough,Canada,Brand,2025-06-30,2025-07-07,444228,38392,4557,2605,63453.74,2504086,7,12,1071
YT01225,Pop creator video 1225: trending ideas,Music,Pop,United Kingdom,Educational,2025-04-26,2025-05-03,299180,13304,515,404,41339.91,864910,7,9,4918
YT01226,Esports creator video 1226: trending ideas,Gaming,Esports,Australia,Brand,2025-06-01,2025-06-06,878704,97607,9542,3500,235824.97,3671630,5,10,6572
YT01227,Hip Hop creator video 1227: trending ideas,Music,Hip Hop,Australia,Educational,2025-03-19,2025-03-21,392138,29550,2641,824,95316.49,901971,2,12,6125
YT01228,Walkthrough creator video 1228: trending ideas,Gaming,Walkthrough,Australia,Brand,2025-09-15,2025-09-17,822315,64328,2706,4971,219105.94,2224988,2,3,9909
YT01229,Hip Hop creator video 1229: trending ideas,Music,Hip Hop,United Kingdom,Media Company,2025-04-02,2025-04-05,1105905,52452,5790,4200,81721.03,2745599,3,14,13223
YT01230,Esports creator video 1230: trending ideas,Gaming,Esports,India,Media Company,2025-06-13,2025-06-18,786896,49867,1579,2622,72465.81,1311786,5,16,8138
YT01231,Esports creator video 1231: trending ideas,Gaming,Esports,United Kingdom,Media Company,2025-04-25,2025-05-03,233220,19453,2800,1123,55852.17,11335,8,8,6310
YT01232,Science creator video 1232: trending ideas,Education,Science,Canada,Media Company,2025-04-10,2025-04-20,287160,28466,2442,2475,61714.3,1496973,10,3,14476
YT01233,Comedy creator video 1233: trending ideas,Entertainment,Comedy,Australia,Individual,2025-06-04,2025-06-13,665750,68677,4663,5925,163736.77,3224713,9,13,7378
YT01234,Comedy creator video 1234: trending ideas,Entertainment,Comedy,Australia,Media Company,2025-08-30,2025-09-13,309502,36966,6477,2701,28865.23,2110275,14,4,5517
YT01235,Comedy creator video 1235: trending ideas,Entertainment,Comedy,United Kingdom,Media Company,2025-03-16,2025-03-21,683304,32644,5666,2313,46146.84,3717987,5,18,14112
YT01236,Hip Hop creator video 1236: trending ideas,Music,Hip Hop,United States,Educational,2025-06-02,2025-06-11,663815,66686,6365,3382,136135.44,3975368,9,6,12988
YT01237,Hip Hop creator video 1237: trending ideas,Music,Hip Hop,Australia,Educational,2025-05-03,2025-05-13,296528,12616,943,970,72430.72,745790,10,12,5393
YT01238,Pop creator video 1238: trending ideas,Music,Pop,Australia,Individual,2025-04-13,2025-04-15,792413,31525,1464,902,220508.69,2632107,2,13,3298
YT01239,Pop creator video 1239: trending ideas,Music,Pop,India,Brand,2025-07-06,2025-07-14,231421,7079,1063,238,55136.57,1168190,8,11,1595
YT01240,Pop creator video 1240: trending ideas,Music,Pop,Australia,Brand,2025-01-06,2025-01-14,570655,48476,4091,3995,40328.05,2681390,8,2,14070
YT01241,Comedy creator video 1241: trending ideas,Entertainment,Comedy,Canada,Educational,2025-10-14,2025-10-26,88663,3591,427,241,11859.84,170180,12,11,720
YT01242,Technology creator video 1242: trending ideas,Education,Technology,India,Media Company,2025-10-24,2025-10-25,608551,53664,2943,2702,59404.9,3870462,1,18,5918
YT01243,Walkthrough creator video 1243: trending ideas,Gaming,Walkthrough,India,Individual,2025-07-07,2025-07-11,708806,82850,10391,4158,191253.56,1017953,4,13,14664
YT01244,Walkthrough creator video 1244: trending ideas,Gaming,Walkthrough,Canada,Individual,2025-04-23,2025-05-06,123965,10786,1834,836,29022.81,500969,13,3,3773
YT01245,Film & Animation creator video 1245: trending ideas,Entertainment,Film & Animation,Canada,Individual,2025-03-06,2025-03-16,754290,42079,7409,2415,60946.94,1785270,10,16,11210
YT01246,Technology creator video 1246: trending ideas,Education,Technology,India,Individual,2025-05-13,2025-05-18,402358,45436,3833,2493,37508.45,984604,5,16,13559
YT01247,Comedy creator video 1247: trending ideas,Entertainment,Comedy,Canada,Educational,2025-10-17,2025-10-26,637799,17647,2879,1005,104304.59,2819586,9,8,7462
YT01248,Film & Animation creator video 1248: trending ideas,Entertainment,Film & Animation,United States,Media Company,2025-02-21,2025-03-05,730063,42853,1859,1928,154471.62,1199288,12,17,13621
YT01249,Pop creator video 1249: trending ideas,Music,Pop,Australia,Brand,2025-08-16,2025-08-27,532645,40057,3984,2619,135498.84,73027,11,4,12679
YT01250,Film & Animation creator video 1250: trending ideas,Entertainment,Film & Animation,United Kingdom,Brand,2025-01-15,2025-01-21,262867,11395,1233,429,63082.56,1393044,6,13,4125
YT01251,Esports creator video 1251: trending ideas,Gaming,Esports,United States,Media Company,2025-04-22,2025-05-04,498794,28415,1889,2407,105626.86,1544074,12,6,16750
YT01252,Technology creator video 1252: trending ideas,Education,Technology,United States,Media Company,2025-07-24,2025-08-01,323936,20765,955,759,30494.43,1595192,8,9,15264
YT01253,Walkthrough creator video 1253: trending ideas,Gaming,Walkthrough,Australia,Brand,2025-09-23,2025-09-28,402018,26075,1006,985,71990.3,2602134,5,2,2188
YT01254,Pop creator video 1254: trending ideas,Music,Pop,India,Educational,2025-08-25,2025-09-08,353296,36489,3923,3156,34515.89,1975452,14,7,1198
YT01255,Esports creator video 1255: trending ideas,Gaming,Esports,India,Brand,2025-08-04,2025-08-13,124884,9620,1069,799,6141.83,293044,9,4,5324
YT01256,Walkthrough creator video 1256: trending ideas,Gaming,Walkthrough,Canada,Media Company,2025-01-24,2025-01-26,824479,94458,13782,7457,85276.05,1243567,2,15,12212
YT01257,Pop creator video 1257: trending ideas,Music,Pop,United States,Educational,2025-02-23,2025-03-05,65546,4126,689,171,2955.55,120295,10,3,104
YT01258,Science creator video 1258: trending ideas,Education,Science,United States,Individual,2025-03-04,2025-03-14,290017,26290,4211,1203,27993.36,1145728,10,14,13086
YT01259,Pop creator video 1259: trending ideas,Music,Pop,India,Brand,2025-08-25,2025-09-05,250829,17829,794,1302,63222.77,900341,11,9,4620
YT01260,Film & Animation creator video 1260: trending ideas,Entertainment,Film & Animation,India,Educational,2025-04-28,2025-05-05,257975,23749,2331,581,41210.71,2147831,7,8,4867
YT01261,Walkthrough creator video 1261: trending ideas,Gaming,Walkthrough,United Kingdom,Media Company,2025-10-13,2025-10-14,485919,52232,5842,3171,59468.87,3340516,1,11,6672
YT01262,Science creator video 1262: trending ideas,Education,Science,United States,Brand,2025-03-29,2025-04-10,217960,24858,3792,1707,52553.46,393029,12,11,8925
YT01263,Comedy creator video 1263: trending ideas,Entertainment,Comedy,Australia,Brand,2025-07-17,2025-07-21,172034,18363,2915,1479,43483.57,89419,4,2,3471
YT01264,Technology creator video 1264: trending ideas,Education,Technology,United Kingdom,Media Company,2025-10-20,2025-10-24,124901,9207,1003,737,16054.56,2067650,4,16,1244
YT01265,Walkthrough creator video 1265: trending ideas,Gaming,Walkthrough,United States,Media Company,2025-08-09,2025-08-20,216289,24916,1642,792,17305.4,1329439,11,2,7881
YT01266,Technology creator video 1266: trending ideas,Education,Technology,United Kingdom,Educational,2025-05-06,2025-05-18,288134,15280,1558,295,45658.3,3554557,12,12,12468
YT01267,Science creator video 1267: trending ideas,Education,Science,Australia,Media Company,2025-03-31,2025-04-12,274927,25723,3263,1723,66541.47,980519,12,5,9022
YT01268,Science creator video 1268: trending ideas,Education,Science,India,Brand,2025-04-25,2025-05-06,287393,21550,747,574,74659.1,1256356,11,7,2730
YT01269,Hip Hop creator video 1269: trending ideas,Music,Hip Hop,Australia,Educational,2025-05-01,2025-05-11,537996,50528,8815,790,21900.88,2819082,10,8,571
YT01270,Walkthrough creator video 1270: trending ideas,Gaming,Walkthrough,Australia,Media Company,2025-10-15,2025-10-21,609215,67278,10740,2030,120014.33,1443094,6,18,8007
YT01271,Hip Hop creator video 1271: trending ideas,Music,Hip Hop,Canada,Educational,2025-04-27,2025-04-28,420996,15795,2048,732,97154.83,1303224,1,3,4343
YT01272,Pop creator video 1272: trending ideas,Music,Pop,Canada,Educational,2025-01-16,2025-01-25,729376,60831,5492,1145,63437.42,2775872,9,7,16314
YT01273,Film & Animation creator video 1273: trending ideas,Entertainment,Film & Animation,Australia,Educational,2025-06-14,2025-06-15,358648,13760,1051,625,82775.39,1603652,1,4,5359
YT01274,Film & Animation creator video 1274: trending ideas,Entertainment,Film & Animation,United States,Media Company,2025-07-21,2025-08-03,341839,36268,3297,1415,47940.1,1843009,13,11,6662
YT01275,Technology creator video 1275: trending ideas,Education,Technology,India,Brand,2025-04-03,2025-04-08,316580,33159,5768,2968,36452.82,90374,5,8,14715
YT01276,Walkthrough creator video 1276: trending ideas,Gaming,Walkthrough,United Kingdom,Educational,2025-08-15,2025-08-20,985785,89766,14414,4200,187412.52,2830368,5,8,17485
YT01277,Hip Hop creator video 1277: trending ideas,Music,Hip Hop,India,Individual,2025-04-26,2025-05-04,254207,28682,4811,2033,66677.73,1896382,8,5,3946
YT01278,Science creator video 1278: trending ideas,Education,Science,United Kingdom,Brand,2025-01-30,2025-02-04,401654,31211,4038,1841,51327.68,1024709,5,16,10427
YT01279,Walkthrough creator video 1279: trending ideas,Gaming,Walkthrough,Australia,Brand,2025-10-04,2025-10-17,817615,76423,10527,6209,200573.8,3114573,13,9,15961
YT01280,Esports creator video 1280: trending ideas,Gaming,Esports,Australia,Brand,2025-05-07,2025-05-16,1254050,149284,10525,4029,135082.34,3321117,9,12,17902
YT01281,Esports creator video 1281: trending ideas,Gaming,Esports,United Kingdom,Brand,2025-10-01,2025-10-10,846205,51245,9185,787,87196.76,3608900,9,17,6168
YT01282,Comedy creator video 1282: trending ideas,Entertainment,Comedy,Canada,Media Company,2025-05-22,2025-06-02,443505,13099,1317,930,97710.87,567696,11,17,4655
YT01283,Technology creator video 1283: trending ideas,Education,Technology,Australia,Educational,2025-07-14,2025-07-17,327972,30958,2584,2269,43008.51,2959882,3,4,938
YT01284,Esports creator video 1284: trending ideas,Gaming,Esports,Australia,Brand,2025-07-09,2025-07-12,690359,18542,900,1252,92750.97,884293,3,9,16647
YT01285,Pop creator video 1285: trending ideas,Music,Pop,United Kingdom,Media Company,2025-05-18,2025-05-25,684675,25621,2198,660,97040.85,2422561,7,7,3315
YT01286,Esports creator video 1286: trending ideas,Gaming,Esports,United Kingdom,Individual,2025-01-22,2025-01-31,497570,52278,7759,1569,85754.14,816728,9,10,12477
YT01287,Technology creator video 1287: trending ideas,Education,Technology,United States,Media Company,2025-07-21,2025-07-26,418582,28135,3571,1484,46899.67,2259721,5,14,6988
YT01288,Hip Hop creator video 1288: trending ideas,Music,Hip Hop,United Kingdom,Educational,2025-05-07,2025-05-17,1054729,88237,9963,3520,210547.17,2852852,10,17,13598
YT01289,Esports creator video 1289: trending ideas,Gaming,Esports,Canada,Individual,2025-01-15,2025-01-16,856293,55367,3639,953,75663.98,1743095,1,15,2240
YT01290,Esports creator video 1290: trending ideas,Gaming,Esports,India,Brand,2025-08-21,2025-09-01,1103032,43148,1356,2931,270926.46,3675809,11,15,14174
YT01291,Walkthrough creator video 1291: trending ideas,Gaming,Walkthrough,India,Media Company,2025-01-04,2025-01-17,332288,36295,1299,1998,60268.66,1986911,13,2,17997
YT01292,Esports creator video 1292: trending ideas,Gaming,Esports,United Kingdom,Media Company,2025-06-12,2025-06-13,1124809,56093,6709,1322,93749.41,2555437,1,17,14360
YT01293,Walkthrough creator video 1293: trending ideas,Gaming,Walkthrough,United Kingdom,Media Company,2025-08-27,2025-09-04,511109,58290,8950,4173,52856.2,849520,8,16,13993
YT01294,Comedy creator video 1294: trending ideas,Entertainment,Comedy,United Kingdom,Educational,2025-07-29,2025-08-09,218848,24074,2065,1097,55607.82,795284,11,8,4418
YT01295,Technology creator video 1295: trending ideas,Education,Technology,Australia,Educational,2025-06-05,2025-06-07,372990,32228,2823,2584,28576.34,2908978,2,16,5962
YT01296,Film & Animation creator video 1296: trending ideas,Entertainment,Film & Animation,Canada,Media Company,2025-09-12,2025-09-22,139786,15747,1415,574,33927.71,91859,10,8,5378
YT01297,Film & Animation creator video 1297: trending ideas,Entertainment,Film & Animation,Canada,Individual,2025-08-22,2025-09-04,267944,30861,1165,1197,74215.32,3120891,13,4,1768
YT01298,Film & Animation creator video 1298: trending ideas,Entertainment,Film & Animation,Canada,Brand,2025-05-12,2025-05-25,604817,35858,4367,1328,33815.03,1941493,13,18,13318
YT01299,Comedy creator video 1299: trending ideas,Entertainment,Comedy,Australia,Brand,2025-07-08,2025-07-12,219230,25271,3134,1836,16380.71,204367,4,3,9166
YT01300,Walkthrough creator video 1300: trending ideas,Gaming,Walkthrough,United States,Individual,2025-02-16,2025-02-17,688555,76666,9718,3944,48389.01,592295,1,17,10708
YT01301,Technology creator video 1301: trending ideas,Education,Technology,United Kingdom,Individual,2025-05-17,2025-05-28,444917,11337,513,611,96639.85,2608599,11,7,15947
YT01302,Technology creator video 1302: trending ideas,Education,Technology,India,Educational,2025-08-30,2025-09-03,179664,18381,1041,1073,36451.31,1784686,4,10,3682
YT01303,Esports creator video 1303: trending ideas,Gaming,Esports,United Kingdom,Media Company,2025-10-26,2025-11-05,339764,31291,4994,1402,14394.24,1324545,10,7,572
YT01304,Science creator video 1304: trending ideas,Education,Science,Canada,Educational,2025-05-27,2025-06-01,400949,46681,1867,3323,69763.58,1460731,5,14,14159
YT01305,Esports creator video 1305: trending ideas,Gaming,Esports,Australia,Brand,2025-07-14,2025-07-24,589302,54819,4692,901,130229.24,1641720,10,12,15130
YT01306,Pop creator video 1306: trending ideas,Music,Pop,United Kingdom,Individual,2025-02-26,2025-03-07,173029,17373,2015,449,18072.27,828073,9,2,5924
YT01307,Film & Animation creator video 1307: trending ideas,Entertainment,Film & Animation,United States,Brand,2025-04-09,2025-04-20,385632,15542,1923,1178,78887.39,3230657,11,2,5900
YT01308,Esports creator video 1308: trending ideas,Gaming,Esports,United Kingdom,Individual,2025-05-22,2025-05-24,187769,20685,1982,429,43168.18,538554,2,2,5245
YT01309,Hip Hop creator video 1309: trending ideas,Music,Hip Hop,Australia,Educational,2025-04-27,2025-05-09,475344,22497,924,1754,87758.44,144305,12,17,11133
YT01310,Science creator video 1310: trending ideas,Education,Science,Canada,Media Company,2025-04-20,2025-05-03,122336,4340,524,373,11313.07,506871,13,8,2821
YT01311,Technology creator video 1311: trending ideas,Education,Technology,Australia,Brand,2025-07-12,2025-07-24,318219,25979,934,2127,56884.18,1952730,12,10,9245
YT01312,Esports creator video 1312: trending ideas,Gaming,Esports,Australia,Brand,2025-10-14,2025-10-16,481872,55145,2538,4711,50106.47,688742,2,10,5649
YT01313,Walkthrough creator video 1313: trending ideas,Gaming,Walkthrough,Canada,Media Company,2025-03-15,2025-03-18,336594,13511,2066,1101,80120.48,1604020,3,9,7592
YT01314,Esports creator video 1314: trending ideas,Gaming,Esports,India,Brand,2025-04-23,2025-04-30,658185,51081,8141,3854,70785.63,2326749,7,4,9584
YT01315,Technology creator video 1315: trending ideas,Education,Technology,Australia,Brand,2025-07-07,2025-07-13,329190,29221,4667,2252,83988.86,2893084,6,10,9862
YT01316,Comedy creator video 1316: trending ideas,Entertainment,Comedy,Australia,Individual,2025-10-19,2025-10-25,540223,31037,3846,2308,146747.85,2661979,6,14,287
YT01317,Hip Hop creator video 1317: trending ideas,Music,Hip Hop,Australia,Educational,2025-03-31,2025-04-13,219879,17406,1411,755,22091.87,1066897,13,3,5280
YT01318,Walkthrough creator video 1318: trending ideas,Gaming,Walkthrough,Australia,Individual,2025-10-17,2025-10-26,107106,8220,954,719,25820.6,1057905,9,7,1095
YT01319,Comedy creator video 1319: trending ideas,Entertainment,Comedy,India,Educational,2025-04-03,2025-04-07,383778,21464,1283,1046,52505.32,1533661,4,7,5000
YT01320,Comedy creator video 1320: trending ideas,Entertainment,Comedy,Australia,Educational,2025-07-11,2025-07-21,173736,15175,1518,574,18987.67,975993,10,13,413
YT01321,Technology creator video 1321: trending ideas,Education,Technology,United Kingdom,Brand,2025-04-29,2025-05-04,442977,48343,5972,996,31718.72,2327096,5,6,11160
YT01322,Hip Hop creator video 1322: trending ideas,Music,Hip Hop,United Kingdom,Brand,2025-06-12,2025-06-20,580727,45634,2300,801,69613.82,2111798,8,6,7325
YT01323,Hip Hop creator video 1323: trending ideas,Music,Hip Hop,Canada,Educational,2025-02-15,2025-02-25,705226,74855,10995,1805,66445.95,3203055,10,4,2853
YT01324,Film & Animation creator video 1324: trending ideas,Entertainment,Film & Animation,United Kingdom,Media Company,2025-10-13,2025-10-27,170210,13855,2105,1223,14197.69,1139627,14,9,627
YT01325,Walkthrough creator video 1325: trending ideas,Gaming,Walkthrough,Canada,Educational,2025-03-21,2025-03-25,936285,110406,8915,7781,76456.63,1834283,4,18,16594
YT01326,Film & Animation creator video 1326: trending ideas,Entertainment,Film & Animation,United States,Brand,2025-03-03,2025-03-06,1245040,111209,15023,4025,247980.2,3481580,3,8,17829
YT01327,Technology creator video 1327: trending ideas,Education,Technology,United States,Media Company,2025-05-15,2025-05-20,116435,6842,1095,481,10721.48,1628284,5,5,1995
YT01328,Esports creator video 1328: trending ideas,Gaming,Esports,United Kingdom,Media Company,2025-01-14,2025-01-16,383554,20847,1551,594,82462.8,1034121,2,2,8213
YT01329,Pop creator video 1329: trending ideas,Music,Pop,United Kingdom,Individual,2025-06-06,2025-06-13,605234,47550,7226,3931,57849.62,3850502,7,7,9511
YT01330,Walkthrough creator video 1330: trending ideas,Gaming,Walkthrough,United States,Brand,2025-08-18,2025-08-29,674227,49355,2037,2453,56278.37,2318468,11,15,1038
YT01331,Pop creator video 1331: trending ideas,Music,Pop,United States,Media Company,2025-04-04,2025-04-05,712769,81804,3775,6733,53048.72,762472,1,12,4247
YT01332,Walkthrough creator video 1332: trending ideas,Gaming,Walkthrough,Canada,Individual,2025-04-10,2025-04-20,454009,39910,2743,2312,84627.26,1145804,10,17,8046
YT01333,Hip Hop creator video 1333: trending ideas,Music,Hip Hop,United States,Individual,2025-06-09,2025-06-18,482009,13634,443,935,88741.6,829523,9,15,7964
YT01334,Walkthrough creator video 1334: trending ideas,Gaming,Walkthrough,United Kingdom,Media Company,2025-03-05,2025-03-19,513515,24829,3228,1213,70747.97,2894696,14,5,8963
YT01335,Pop creator video 1335: trending ideas,Music,Pop,United States,Educational,2025-06-09,2025-06-22,577498,54798,3524,2219,55915.59,173812,13,11,13565
YT01336,Film & Animation creator video 1336: trending ideas,Entertainment,Film & Animation,India,Individual,2025-04-18,2025-05-01,521011,18374,985,699,141030.5,2955616,13,16,4350
YT01337,Pop creator video 1337: trending ideas,Music,Pop,Australia,Educational,2025-02-03,2025-02-05,656740,40005,2765,3489,87290.31,166080,2,9,15542
YT01338,Technology creator video 1338: trending ideas,Education,Technology,India,Educational,2025-09-24,2025-09-26,767941,91355,14989,4551,73640.25,1697716,2,18,15683
YT01339,Science creator video 1339: trending ideas,Education,Science,United States,Individual,2025-06-04,2025-06-06,262009,18405,1303,1279,69818.79,2576642,2,10,10004
YT01340,Esports creator video 1340: trending ideas,Gaming,Esports,Australia,Media Company,2025-07-04,2025-07-12,534989,49823,8794,1137,33923.96,1178066,8,8,14515
YT01341,Esports creator video 1341: trending ideas,Gaming,Esports,Australia,Individual,2025-06-16,2025-06-29,263940,17820,1320,930,18180.18,971088,13,7,11552
YT01342,Walkthrough creator video 1342: trending ideas,Gaming,Walkthrough,India,Brand,2025-05-28,2025-06-05,494015,13376,2013,1052,25623.28,206817,8,17,11841
YT01343,Comedy creator video 1343: trending ideas,Entertainment,Comedy,Australia,Brand,2025-03-24,2025-04-01,527546,55484,6154,4085,129405.43,3875898,8,16,13362
YT01344,Science creator video 1344: trending ideas,Education,Science,United States,Educational,2025-09-30,2025-10-05,363418,12771,544,1027,53282.76,3733383,5,4,15669
YT01345,Technology creator video 1345: trending ideas,Education,Technology,Canada,Educational,2025-08-21,2025-08-26,501376,25197,1179,1484,98777.83,3042518,5,15,13082
YT01346,Film & Animation creator video 1346: trending ideas,Entertainment,Film & Animation,India,Brand,2025-02-05,2025-02-17,442400,43774,3959,1007,24977.29,1196777,12,13,7650
YT01347,Pop creator video 1347: trending ideas,Music,Pop,Canada,Brand,2025-01-29,2025-02-06,458427,43400,3414,1728,21938.55,3650466,8,3,4669
YT01348,Hip Hop creator video 1348: trending ideas,Music,Hip Hop,United Kingdom,Educational,2025-10-27,2025-10-30,203638,6183,861,520,53766.25,1547155,3,8,3081
YT01349,Technology creator video 1349: trending ideas,Education,Technology,United Kingdom,Brand,2025-01-01,2025-01-13,80423,3532,149,317,20845.19,667869,12,3,1332
YT01350,Technology creator video 1350: trending ideas,Education,Technology,United States,Individual,2025-04-15,2025-04-26,286773,22810,3362,1036,15623.42,869900,11,15,7265
YT01351,Technology creator video 1351: trending ideas,Education,Technology,India,Media Company,2025-10-04,2025-10-05,548110,55550,6755,1338,88460.61,1977786,1,11,9631
YT01352,Technology creator video 1352: trending ideas,Education,Technology,Australia,Brand,2025-05-18,2025-05-30,200344,15913,1314,532,22047.17,306093,12,4,17306
YT01353,Walkthrough creator video 1353: trending ideas,Gaming,Walkthrough,India,Brand,2025-10-12,2025-10-21,452526,24126,4232,683,63631.5,2652009,9,4,3550
YT01354,Walkthrough creator video 1354: trending ideas,Gaming,Walkthrough,United States,Individual,2025-06-15,2025-06-20,560895,24308,4182,1012,43998.78,2555469,5,8,9207
YT01355,Comedy creator video 1355: trending ideas,Entertainment,Comedy,United Kingdom,Educational,2025-06-03,2025-06-06,504174,34023,1154,805,72361.07,1918920,3,11,4228
YT01356,Film & Animation creator video 1356: trending ideas,Entertainment,Film & Animation,India,Media Company,2025-03-31,2025-04-11,442659,15364,1813,881,32575.8,2411981,11,2,6395
YT01357,Comedy creator video 1357: trending ideas,Entertainment,Comedy,United States,Media Company,2025-05-21,2025-06-04,797889,67917,9827,5655,202136.52,2255196,14,3,15629
YT01358,Science creator video 1358: trending ideas,Education,Science,Australia,Individual,2025-04-26,2025-04-30,181311,20065,1533,1714,14941.16,2484438,4,9,1414
YT01359,Technology creator video 1359: trending ideas,Education,Technology,Canada,Individual,2025-09-15,2025-09-20,522337,19738,2001,894,97422.47,2180092,5,11,17536
YT01360,Esports creator video 1360: trending ideas,Gaming,Esports,Australia,Brand,2025-06-22,2025-06-29,710427,57573,5694,2201,41909.33,1284371,7,9,15794
YT01361,Technology creator video 1361: trending ideas,Education,Technology,Canada,Educational,2025-07-26,2025-08-03,338951,39444,2762,1026,73913.28,3488351,8,18,2779
YT01362,Esports creator video 1362: trending ideas,Gaming,Esports,United Kingdom,Brand,2025-02-06,2025-02-20,406292,45951,4321,3572,58027.35,2768161,14,6,5563
YT01363,Esports creator video 1363: trending ideas,Gaming,Esports,India,Individual,2025-09-07,2025-09-13,1038526,53648,6485,867,260550.66,3947874,6,11,3437
YT01364,Science creator video 1364: trending ideas,Education,Science,Australia,Brand,2025-03-06,2025-03-10,482923,15826,1506,1379,87444.49,2014454,4,15,8008
YT01365,Walkthrough creator video 1365: trending ideas,Gaming,Walkthrough,Canada,Media Company,2025-05-22,2025-06-01,511114,43643,5192,2415,139572.26,3561071,10,5,13636
YT01366,Technology creator video 1366: trending ideas,Education,Technology,United Kingdom,Educational,2025-04-28,2025-05-08,434413,18898,1319,387,68322.57,1206616,10,15,9377
YT01367,Hip Hop creator video 1367: trending ideas,Music,Hip Hop,Canada,Brand,2025-04-08,2025-04-16,256602,7802,967,525,14087.31,771263,8,8,1658
YT01368,Science creator video 1368: trending ideas,Education,Science,Canada,Individual,2025-09-22,2025-10-06,182142,5854,732,360,48315.99,200551,14,3,8897
YT01369,Hip Hop creator video 1369: trending ideas,Music,Hip Hop,United Kingdom,Individual,2025-01-07,2025-01-17,409873,37912,3487,2289,99189.6,368989,10,12,11369
YT01370,Esports creator video 1370: trending ideas,Gaming,Esports,India,Brand,2025-02-18,2025-02-19,421878,22213,2000,1535,87858.53,2008234,1,16,934
YT01371,Film & Animation creator video 1371: trending ideas,Entertainment,Film & Animation,India,Media Company,2025-03-30,2025-04-09,587896,58912,10561,4321,117208.59,3564892,10,4,17549
YT01372,Comedy creator video 1372: trending ideas,Entertainment,Comedy,Canada,Brand,2025-07-03,2025-07-11,804912,94314,4447,3279,50120.42,2556021,8,5,13681
YT01373,Walkthrough creator video 1373: trending ideas,Gaming,Walkthrough,United Kingdom,Media Company,2025-05-06,2025-05-11,496017,32110,4823,2690,51383.79,1239551,5,17,9585
YT01374,Esports creator video 1374: trending ideas,Gaming,Esports,India,Brand,2025-04-09,2025-04-19,781980,25698,1427,1081,169137.59,287729,10,17,17240
YT01375,Esports creator video 1375: trending ideas,Gaming,Esports,United Kingdom,Individual,2025-06-21,2025-06-27,108358,5028,298,116,17009.21,1923729,6,4,416
YT01376,Comedy creator video 1376: trending ideas,Entertainment,Comedy,Canada,Educational,2025-05-24,2025-05-27,382080,43637,2147,3708,96081.37,412000,3,14,4626
YT01377,Hip Hop creator video 1377: trending ideas,Music,Hip Hop,United Kingdom,Educational,2025-06-14,2025-06-18,705441,29366,4312,461,151799.52,2624611,4,16,8467
YT01378,Comedy creator video 1378: trending ideas,Entertainment,Comedy,United States,Media Company,2025-09-29,2025-10-02,439954,17375,2525,1431,89338.73,3663406,3,10,864
YT01379,Science creator video 1379: trending ideas,Education,Science,Australia,Brand,2025-10-23,2025-10-30,390747,29465,1287,2212,25060.27,931852,7,6,16789
YT01380,Esports creator video 1380: trending ideas,Gaming,Esports,Canada,Educational,2025-09-04,2025-09-06,843040,54599,5970,4640,199227.48,769551,2,18,16456
YT01381,Technology creator video 1381: trending ideas,Education,Technology,Australia,Media Company,2025-05-16,2025-05-28,127409,11280,1373,258,33060.01,947976,12,8,3476
YT01382,Comedy creator video 1382: trending ideas,Entertainment,Comedy,United States,Brand,2025-07-06,2025-07-13,634175,73032,6204,5045,130119.23,2639091,7,13,6547
YT01383,Film & Animation creator video 1383: trending ideas,Entertainment,Film & Animation,Australia,Brand,2025-06-01,2025-06-09,240820,16394,790,447,53792.35,1431462,8,6,3390
YT01384,Comedy creator video 1384: trending ideas,Entertainment,Comedy,India,Brand,2025-05-24,2025-06-05,705667,21691,989,417,179049.15,3471886,12,2,10563
YT01385,Film & Animation creator video 1385: trending ideas,Entertainment,Film & Animation,Australia,Educational,2025-04-11,2025-04-22,636759,67956,6388,3484,100441.31,2203358,11,11,15124
YT01386,Science creator video 1386: trending ideas,Education,Science,India,Individual,2025-07-16,2025-07-21,229031,14499,2420,1014,30777.35,843691,5,17,3541
